"7/19/23, 11:18 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_1.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+ NITRITE-
N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_24.htm,1/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:21 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_24.htm,,,,,,,,,,,,,,,,,,,,,,,,,
,D/S OF RIVER KRISHNAA/C WITH TREATED,,,,,,,,,,,,,,,,,,,,,,,,,
3079,"SEWAGE DISCHARGING FROM 10MLD STP
LOCATED AT RAMALINGESHWARNAGAR,
VIJAYAWADA, KRISHNA, A.P.",ANDHRA PRADESH,18,18,18,3.3,3.3,3.3,6.8,6.8,6.8,1634,1634,1634,1,1,1,0.86,1,1,2,2,2,1200,1200,1200
3083,"KRISHNA D/S OF SRISHAILAM, KURNOOL, A.P.",ANDHRA PRADESH,25,26,25.6,5.8,6,5.9,7.1,7.6,7.4,350,410,375,2,2.1,2,0,4,2,90,110,98,180,1000,796
,ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,
1782,"HAMSALA DEEVI , GUNTUR DIST, A.P",ANDHRA PRADESH,18,21,20.2,5.6,6.2,6,7.5,8.5,8.1,676,858,741,0.8,1,0.9,0.44,1,1,2,2,2,400,1100,740
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_24.htm,2/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:22 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_17.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER MAHANADI & ITS TRIBUTARY SERUA- 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,< 3 mg/l,,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1851,MAHANADI AT SIHAWA,CHHATTISGARH,24,37,28.3,8,9.2,8.6,7.4,7.7,7.5,104,415,220,0.9,2.3,1.3,1,2.5,2,,,,11,300,90
1264,"MAHANADI AT RUDRI U/S AT DHAMTORI
RESERVOIR,CHHATISSGARH",CHHATTISGARH,24,37,28.6,7.5,8.2,7.8,7.6,8,7.8,184,452,296,1.8,3,2.4,1.6,3.55,3,,,,50,500,200
1099,"MAHANADI AT U/S OF RAJIM, CHHATISSGARH.",CHHATTISGARH,22,38,29.1,7.3,8.3,7.8,7.2,7.9,7.6,21,624,334,1.7,3.1,2.2,1.1,2.59,2,,,,60,500,191
1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,23,37,28.4,7.5,8.3,7.8,7.5,7.8,7.7,156,554,328,1.6,3.2,2.2,1.2,1,3,,,,40,500,190
1100,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,20,34,29.2,6.8,7.8,7.3,7.5,8,7.7,174,318,244,,,,1.648,2.69,2,,,,8,1412,367
1282,"MAHANADI AT SHEORINARAYAN VILLAGE,
CHHATISSGARH.",CHHATTISGARH,20,32,28.1,5.6,7,6.4,8,8.5,8.1,318,416,352,,,,10.2,15.2,14.8,,,,48,1622,508
1467,"MAHANADI AFTER CONFL. WITH RIVER
MAND,CHHATISSGARH",CHHATTISGARH,20,34,29.1,6.6,8,7.4,7.5,7.8,7.6,187,338,261,,,,1.656,5.36,3,,,,18,1839,418
1101,"MAHANADI AT INTERSTATE BOUNDRY
CHHATISSGARH.",CHHATTISGARH,20,30,23.5,7.1,7.6,7.3,7.2,7.6,7.4,208,311,269,0.9,1,1,1.166,2.25,2.03,,,,39,1100,306
1281,"MAHANADI AT HIRAKUD RESERVOIR, ORISSA",ORISSA,20,34,28.2,5.4,8.7,7.2,7.2,8.4,7.9,168,240,202,0.4,2.2,1.1,0.726,1.98,1.36,130,2300,1034,230,4900,2406
1270,"MAHANADI AT SAMBALPUR U/S, ORISSA",ORISSA,21,35,28.4,5.5,8.7,7.5,7.6,8.4,8.1,144,255,206,0.3,3.6,1.3,0.534,1.55,1.06,1100,13000,4480,3300,22000,9120
1271,"MAHANADI AT SAMBALPUR D/S, ORISSA",ORISSA,20,34,28.9,5.6,7.6,6.8,7.1,8.4,7.9,191,269,241,2.2,4.2,3.1,0.434,3,2.6,4600,54000,25860,7000,92000,42100
2405,SAMBHALPUR FDS AT HUMA,ORISSA,20,36,28.3,6.1,8.2,7.2,6.9,8.4,7.9,158,235,203,0.4,2.6,1.8,0.501,1.2,1,330,3300,1662,1300,4900,3330
1272,"MAHANADI D/S (AFTER CONFL. WITH R. ONG
SONEPUR U/S), ORISSA",ORISSA,25,37,29.6,6.4,8.6,7.4,7.7,8.4,8,184,237,215,0.4,1.4,0.9,0.615,2.22,1.98,45,3300,944,130,7900,2090
1274,"MAHANADI AFTER CONFL. WITH R.TEL
(SONEPUR D/S),ORISSA",ORISSA,24,37,29.9,6.6,8.4,7.5,6.5,8.4,7.9,181,286,232,0.7,1.8,1.4,0.332,2.33,2.03,78,7900,1745,220,14000,3363
1275,"MAHANADI AT TIKARPADA, ORISSA",ORISSA,23,34,29.3,6.7,8.4,7.8,7.5,8.4,8,181,250,217,0.3,1.6,0.8,0.321,1.65,1.33,230,2700,725,490,7900,1789
1276,"MAHANADI AT NARSINGHPUR, ORISSA",ORISSA,25,35,29.7,6.4,8.9,7.6,7.3,8.4,8,166,289,217,0.6,2,1.3,0.258,2.22,1.13,78,5400,2004,230,11000,4463
1277,"MAHANADI AT CUTTACK U/S, ORISSA",ORISSA,24,36,30.4,6.2,8.6,7.6,7.9,8.4,8.2,142,264,201,0.6,1.8,1.1,0.497,1.66,1.22,130,9200,1566,330,16000,2985
1278,"MAHANADI AT CUTTACK D/S, ORISSA",ORISSA,24,35,30.4,6,8.2,7.3,7,8.4,8,169,226,205,1.6,3.1,2.5,0.085,2.03,1.55,13000,160000,44400,35000,160000,69500
2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ORISSA,23,34,29,6.9,12.5,7.9,7.6,8.4,8.1,120,226,196,1.8,3.6,2.8,1.467,1.92,1.75,700,24000,8820,1400,35000,16600
2406,"MUNDALI(WATER INTAKE POINT OF
BHUBANESWAR CITY",ORISSA,23,35,29.2,6,8.6,7.4,7.1,8.2,7.6,144,258,206,0.5,2,0.9,0.222,1.06,1,130,1300,793,330,9200,3072
2404,POWER CHANNEL D/S NEAR BURLA,ORISSA,23,35,28.5,5.5,7.9,6.8,7.1,8.4,8,185,236,206,0.6,2.3,1.3,0.528,1.22,1,140,1300,531,210,3400,1671
ESTUARINE ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,"PARADEEP U/S (BEFORE INDUSTRIAL
ACTIVITY AT PARADEEP)",ORISSA,23,33,28,6.3,8.6,7.5,7.4,8.4,8,104,8702,1606,0.6,2.1,1.5,0.593,2.23,2,1300,160000,19060,2200,160000,29130
1639,"MAHANADI AT PARADEEPD/S, ORISSA",ORISSA,20,33,26.4,6.2,8.6,7.4,7.6,8.3,8,147,34350,12352,1,2.7,1.7,1.564,2.56,2,45,160000,19996,78,160000,24927
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_17.htm,1/1,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:19 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_2.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER SATLUJ - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
WATER QUALITY CRITERIA,,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1867,"SATLUJ B/C WITH RIVER SPITI
AT KHAB, DISTT.KINNAUR, H.P.",HIMACHAL PRADESH,3,13,8.5,9,10.4,9.7,7.6,8.5,8.1,123,426,238,0.1,0.3,0.1,0.219,1.03,1,11,33,21,22,130,75
2611,SATLUJ AT KHAB,HIMACHAL PRADESH,2.5,13,8.3,9.1,10.6,9.8,7.9,8.8,8.2,125,457,236,0.1,0.2,0.1,0.356,1.3,1,11,46,24,34,140,80
1389,"SATLUJ AT NEPTHA ZAKHAI, H.P",HIMACHAL PRADESH,3.5,17,12.3,8.8,10.2,9.5,7.5,8.9,8.2,75,476,221,0.1,0.5,0.2,0.146,1.45,1,22,46,31,70,180,119
1086,"SATLUJ AT U/S RAMPUR, H.P.",HIMACHAL PRADESH,4,22,14.7,9.2,10.4,9.5,6.7,8.6,7.9,176,485,245,0.1,0.3,0.2,0.173,1.86,1,21,110,50,94,540,213
1087,"SATLUJ AT D/S RAMPUR, H.P.",HIMACHAL PRADESH,4.5,23,15,0.4,10.1,8.6,7.5,8.7,8.1,90,884,260,0.2,0.6,0.3,0.202,1.05,1,23,140,69,130,920,303
1013,"SATLUJ AT U/S TATAPANI, H.P.",HIMACHAL PRADESH,4.5,22,16.1,8.9,9.4,9.2,7.2,8.5,8,128,940,271,0.4,0.8,0.5,0.342,1.55,1,31,79,49,94,350,203
1014,"SATLUJ AT U/S SLAPPER, H.P.",HIMACHAL PRADESH,3,25,13.5,8.6,11.6,9.4,7.9,8.5,8.2,166,314,200,0.2,0.3,0.2,0.322,2.6,1,46,350,87,130,1600,341
1015,"SATLUJ AT D/S SLAPPER, H.P.",HIMACHAL PRADESH,4,20,13.1,8.6,11.7,9.5,7.7,8.7,8.2,146,268,187,0.1,0.3,0.2,0.338,3.2,1,43,280,74,130,1600,300
1016,"SATLUJ AT D/S BHAKHRA, H.P.",HIMACHAL PRADESH,13,20,16.7,6.6,11.8,8.4,7.8,8.7,8.3,195,239,214,0.2,0.9,0.5,0.26,1.2,1,,,,,,
,SATLUJ AT 100M U/S OF,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"HEADWORKS, NANGAL,
PUNJAB",PUNJAB,11,25,18.9,7,8.4,7.6,7.1,8.1,7.5,20,465,227,0.4,3,1.3,1,2.06,2,35,400,106,50,900,315
1293,"SATLUJ AT 1 KM. D/S OF
ZENITH, PUNJAB",PUNJAB,7,25,19.3,6,7,6.6,6.8,8,7.6,23,482,275,1.8,13,5.3,3,3,5,500,1700,925,1100,3000,2175
1814,"SATLUJ AT D/S KIRATPUR
SAHIB, PUNJAB",PUNJAB,13,25,21.3,6.8,8.4,7.5,7.4,7.7,7.5,23,342,230,0.8,2.6,1.4,1.1,2.96,2,50,210,105,110,500,403
1019,"SATLUJ AT U/S HEAD WORKS
ROPAR, PUNJAB",PUNJAB,5,24,18,6,7.4,6.8,6.9,7.8,7.4,22,310,220,1.2,2.8,2.1,2.6,3,3,40,1000,388,500,2500,1125
1380,"SATLUJ AT D/S NFL, PUNJAB",PUNJAB,11,26,20.8,6.8,8.6,7.5,7.2,7.9,7.4,24,430,251,1,3,1.9,1.4,3.06,3,110,500,378,500,2500,1200
1690,"SATLUJ AT U/S BUDHA NALLAH
(UPPER), PUNJAB",PUNJAB,17,24,20.5,5.8,7.4,6.8,7.2,7.9,7.7,343,386,360,0.5,2,1.2,2.6,3.05,3,50,1100,407,300,2300,1033
,SATLUJ AT 100M D/S BUDHA,,,,,,,,,,,,,,,,,,,,,,,,,
1020,"NALA CONFL., LUDHIANA,
PUNJAB",PUNJAB,17,25,21,2,4.6,3.8,6.3,7.9,7.1,466,678,558,0.9,12,5.9,3.4,5.66,5,1100,5000,3700,5000,11000,8000
,SATLUJ AT BOAT BDG.,,,,,,,,,,,,,,,,,,,,,,,,,
1021,"DHARMKOTNAKODAR ROAD,
JALANDHAR, PUNJAB",PUNJAB,18,25,21.5,5.4,6.3,5.8,6.5,7.7,7.3,368,480,407,0.6,2.6,1.7,1.6,3.06,3,1100,10000,4700,5000,22000,11000
1381,"SATLUJ AT D/S EAST BASIN,
PUNJAB",PUNJAB,16,32,24.8,3.2,5.9,4.7,6.8,7.2,7.1,32,870,528,3.8,8,5.5,3.2,4.66,4,1800,22000,7100,4600,50000,16125
1691,"SATLUJ AT U/S HUSSANIWALA -
H/W FEROZEPUR, PUNJAB",PUNJAB,25,25,25,6.9,7.6,7.2,6.7,8,7.3,182,332,267,0.5,2.4,1.7,2.6,3.2,3,40,50,47,300,500,400
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_2.htm,1/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:19 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_2.htm,,,,,,,,,,,,,,,,,,,,,,,,,
1692,"SATLUJ AT D/S HUSSANIWALA-
H/W FEROZEPUR, PUNJAB",PUNJAB,20,25,22.5,7,7.8,7.2,6.8,7.9,7.3,184,353,276,0.7,2.6,1.9,2.6,4.56,3,50,100,67,400,500,433
1022,"SATLUJ AT BRIDGE HARIKE,
AMRITSAR, PUNJAB",PUNJAB,26,32,28.7,5.2,6.8,6,7.1,7.9,7.4,32,370,254,2,3.4,2.7,2.8,5.02,4,130,1100,595,700,2300,1400
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_2.htm,2/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:20 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_6.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER YAMUNA - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,,< 2500 MPN/100ml,,< 5000 MPN/100ml,,
1492,"YAMUNAAT YAMUNOTRI, UTTAR PRADESH",UTTARAKHAND,2.8,3,2.86,7.9,8.4,8.2,7.8,8.4,8.1,74,74,74,,,,0,0,0,220,220,220,220,220,220
1493,"YAMUNAAT HANUMANCHATTI, UTTAR
PRADESH",UTTARAKHAND,8,13.2,10.6,7.1,8.8,8,8.2,8.3,8.3,123,123,123,,,,0,0,0,18,18,18,33,33,33
1494,"YAMUNAAT U/S OF LAKHWAR DAM, U.P",UTTARAKHAND,12.2,23,19.6,5.2,8.8,7.4,7.8,8.5,8.2,164,282,218,1.4,2.4,1.9,0,0,0,7000,7000,7000,9400,9400,9400
1490,"YAMUNAAT U/S DAK PATTHAR, UTTAR
PARDESH",UTTARAKHAND,12.8,23.2,19.1,6,8.4,7.3,7.8,8.3,8.1,207,258,232,1.2,2.6,2,0,0,0,180,35000,12293,21,35000,7512
1553,"YAMUNA , U/S PAONTA SAHIB, H.P",HIMACHAL PRADESH,13,28,19.5,6.2,24,8.9,7,8.2,7.4,202,276,233,0.8,1.6,1.1,0.22,1.66,1.15,4,16,10,12,29,21
1554,"YAMUNA , D/S PAONTA SAHIB, H.P",HIMACHAL PRADESH,14,29,20.4,6,27,9,6.6,8.2,7.4,161,374,253,1,4.2,3.6,0.26,1.05,1,3,15,10,10,28,21
1117,YAMUNAAT HATHNIKUND HARYANA,HARYANA,,,,,,,,,,,,,,,,,,,,,,,,
1496,"YAMUNAAT KALANAUR,
YAMUNA NAGAR, HARYANA",HARYANA,,,,,,,,,,,,,,,,,,,,,,,,
1119,"YAMUNAAT SONEPAT, HARYANA",HARYANA,,,,8.1,8.1,8.1,7.4,7.4,7.4,290,290,290,1.6,1.6,1.6,0,0,0,,,,,,
1120,"YAMUNAAT WAZIRABAD, DELHI, CPCB",DELHI,,,,9.5,11.5,10.5,7.7,8.5,8.1,,,,2,4,3,,,,,,,1700,3300,2500
1121,"YAMUNAAT NIZAMUDDIN, DELHI",DELHI,,,,0.6,0.6,0.6,7.3,8.2,7.8,,,,11,17,14,12.5,12.5,12.5,,,,9200000,9200000,9200000
1375,"YAMUNAAT OKHLA BRIDGE (INLET OF AGRA
CANAL), DELHI",DELHI,,,,0.7,0.7,0.7,7.4,8.1,7.8,,,,15,19,17,19.3,19.3,19.3,,,,2200000,3500000,2850000
1812,"YAMUNAAT OKHLAAFTER MEETING OF
SHAHDARA DRAIN, DELHI",DELHI,,,,0.6,0.7,0.6,7.3,8,7.6,,,,20,43,31,,,,,,,3500000,9200000,6350000
1497,"YAMUNAAT MAZAWALI, U.P",UTTAR PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
2495,"YAMUNAAT KESIGHAT, VRINDAVAN",UTTAR PRADESH,22,30,26.6,4,6.8,5.7,7.2,7.8,7.4,117,117,117,6,7.8,7,0,0,0,28000,41000,35200,63000,70000,66600
1123,"YAMUNAAT MATHURA U/S , U.P.",DELHI,,,,,,,,,,,,,,,,,,,,,,,,
2494,"YAMUNAAT VISHRAMGHAT, MATHURA",UTTAR PRADESH,20,30,26.2,3.6,6.4,5.5,7.3,7.8,7.4,121,121,121,7.2,9,7.8,0,0,0,37000,48000,42600,79000,94000,87200
1124,"YAMUNAAT MATHURA D/S , U.P.",DELHI,,,,,,,,,,,,,,,,,,,,,,,,
1125,"YAMUNAAT AGRA U/S, U.P.",UTTAR PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
1126,"YAMUNAAT D/S OF AGRA, U.P.",UTTAR PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
2493,YAMUNAAT SHAHPUR,UTTAR PRADESH,20,30,26.2,3.8,7.6,6.1,7.2,7.6,7.4,112,112,112,4.8,6.6,5.7,0,0,0,24000,28000,26200,43000,54000,47800
1498,"YAMUNAAT BATESWAR, U.P","CPCB, DELHI",,,,,,,,,,,,,,,,,,,,,,,,
1127,"YAMUNAAT ETAWAH, U.P.","CPCB, DELHI",,,,,,,,,,,,,,,,,,,,,,,,
1499,"YAMUNAAT JUHIKA B/C WITH CHANBAL,
ETAWAH, U.P","CPCB, DELHI",,,,,,,,,,,,,,,,,,,,,,,,
2283,YAMUNAAT HAMIRPUR,UTTAR PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
1069,"YAMUNAAT ALLAHABAD D/S (BALUA GHAT),
U.P",UTTAR PRADESH,19.8,29.9,24.7,,,,7.9,8.3,8.2,,,,1.6,2.8,2.1,,,,,,,,,
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_6.htm,1/1,,,,,,,,,,,,,,,,,,,,,,,,,
