YEAR,RIVER,CODE,LOCATION,STATE,T_MIN,T_MAX,T_AVG,DO_MIN,DO_MAX,DO_AVG,PH_MIN,PH_MAX,PH_AVG,COND_MIN,COND_MAX,COND_AVG,BOD_MIN,BOD_MAX,BOD_AVG,N_MIN,N_MAX,N_AVG,FC_MIN,FC_MAX,FC_AVG,TC_MIN,TC_MAX,TC_AVG
2014,GANGA,1067,"GANGA AT KANPUR U/S (RANIGHAT), U.P",UTTAR PRADESH,13.0,35.0,27.0,6.0,9.6,7.5,7.6,8.9,8.2,49.0,432.0,307.0,2.7,4.2,3.4,0.16,0.32,0.2,2000.0,3800.0,2600.0,4200.0,5400.0,4856.0
2014,GANGA,1068,"GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P",UTTAR PRADESH,13.0,35.0,27.0,4.4,9.0,6.3,7.1,8.2,7.7,58.0,725.0,430.0,3.8,7.5,5.5,0.2,0.4,0.3,10000.0,24000.0,15889.0,40000.0,79000.0,54333.0
2014,GANGA,1147,"GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,15.0,28.0,22.1,6.5,9.5,8.0,7.5,7.9,7.8,169.0,259.0,213.0,3.2,4.5,3.7,0.76,0.82,0.8,4400.0,6900.0,5517.0,7600.0,9100.0,8250.0
2014,GANGA,2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,15.0,28.0,22.1,6.6,9.6,8.2,7.5,7.9,7.8,168.0,256.0,209.0,3.1,4.3,3.6,0.7,0.8,0.8,3800.0,6300.0,5158.0,7200.0,8900.0,7967.0
2014,GANGA,2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,19.3,25.9,24.5,7.6,9.3,8.4,8.1,8.5,8.3,346.0,428.0,382.0,3.4,4.7,3.9,1.4,2.1,1.8,13000.0,26000.0,18333.0,24000.0,40000.0,31833.0
2014,GANGA,1049,"GANGA AT ALLAHABAD D/S (SANGAM), U.P.",UTTAR PRADESH,19.6,25.9,24.4,8.0,9.2,8.5,8.1,8.4,8.3,368.0,468.0,404.0,2.9,9.2,4.2,1.28,2.24,2.0,13000.0,34000.0,19500.0,26000.0,48000.0,32417.0
2014,GANGA,2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,16.0,27.0,22.4,8.0,8.8,8.4,7.2,8.2,7.7,254.0,366.0,290.0,2.1,3.6,2.5,0.0,0.7,0.4,1300.0,2100.0,1567.0,2200.0,4600.0,3078.0
2014,GANGA,2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,16.0,29.0,23.8,8.2,8.7,8.4,7.2,8.0,7.6,272.0,378.0,299.0,2.3,3.8,2.6,0.0,0.7,0.5,1300.0,4600.0,2146.0,2400.0,32000.0,6518.0
2014,GANGA,1070,"GANGA AT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,20.0,25.0,22.5,7.3,9.2,8.3,8.0,8.4,8.2,282.0,392.0,338.0,2.4,3.3,2.9,0.0,0.0,0.0,2200.0,3300.0,2617.0,3100.0,4900.0,3950.0
2014,GANGA,1071,"GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P",UTTAR PRADESH,20.0,25.5,22.5,6.7,8.7,7.8,8.2,8.7,8.5,308.0,456.0,385.0,3.8,5.0,4.5,0.0,0.0,0.0,22000.0,46000.0,31167.0,34000.0,63000.0,47333.0
2014,GANGA,1073,"GANGA AT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,19.0,25.0,22.7,6.8,8.6,7.7,8.2,8.7,8.5,300.0,440.0,369.0,3.3,4.4,3.9,0.0,0.0,0.0,11000.0,22000.0,17500.0,14000.0,46000.0,25667.0
2014,GANGA,2502,"SHUKRA TAL, MUZAFFARNAGAR, NEAR GANGA RIVER",UTTAR PRADESH,16.0,18.0,17.0,8.5,8.7,8.6,8.0,8.0,8.0,200.0,380.0,290.0,1.7,1.9,1.8,0.0,0.0,0.0,70.0,70.0,70.0,120.0,130.0,125.0
2014,GANGA,1074,"GANGA AT BUXAR,BIHAR",BIHAR,18.0,30.0,24.5,7.8,8.8,8.4,7.8,8.3,8.1,310.0,492.0,371.0,2.3,2.8,2.5,0.0,0.0,0.0,940.0,1500.0,1190.0,2400.0,4600.0,3100.0
2014,GANGA,2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,18.0,31.0,24.9,7.6,8.7,8.1,7.6,8.3,8.1,298.0,535.0,376.0,2.6,2.8,2.7,0.0,0.0,0.0,500.0,5400.0,3183.0,1100.0,16000.0,9350.0
2014,GANGA,1077,"GANGA AT KHURJI, PATNA U/S, BIHAR",BIHAR,13.0,33.0,24.5,7.4,9.7,8.1,7.7,8.4,8.1,268.0,538.0,376.0,2.0,2.5,2.3,0.0,0.0,0.0,1100.0,2400.0,1600.0,2200.0,5400.0,3436.0
2014,GANGA,2556,"GANGA AT INDRAPURI, DEHRI ON SONE",BIHAR,16.0,26.0,22.3,7.2,9.2,8.2,7.9,8.3,8.1,265.0,276.0,270.0,2.0,2.4,2.2,0.0,0.0,0.0,490.0,790.0,660.0,1100.0,2800.0,2033.0
2014,GANGA,2564,"GANGA  AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,16.0,34.0,23.8,7.6,9.0,8.3,7.9,8.3,8.2,288.0,344.0,311.0,2.0,2.7,2.5,0.0,0.0,0.0,700.0,3500.0,1483.0,2800.0,9200.0,3967.0
2014,GANGA,2552,GANGA DARBHANGA GHAT AT PATNA,BIHAR,16.0,34.0,24.7,7.1,9.2,7.8,7.6,8.2,7.9,271.0,557.0,402.0,2.4,2.9,2.8,0.0,0.0,0.0,3000.0,9200.0,6527.0,9000.0,24000.0,19091.0
2014,GANGA,1079,"GANGA AT PATNA D/S (GANGA BRIDGE),BIHAR",BIHAR,15.0,35.0,24.9,7.0,9.3,7.9,7.6,8.3,8.0,276.0,546.0,402.0,2.6,2.8,2.7,0.0,0.0,0.0,1400.0,9000.0,3782.0,5000.0,24000.0,11564.0
2014,GANGA,2555,"GANGA AT PUNPUN, PATNA",BIHAR,15.0,33.0,24.7,5.0,8.2,7.3,7.3,7.8,7.7,336.0,782.0,452.0,2.1,2.8,2.5,0.0,0.0,0.0,800.0,3000.0,1382.0,2200.0,16000.0,4573.0
2014,GANGA,2553,GANGA AT FATUHA,BIHAR,14.0,33.0,24.4,7.0,9.6,8.1,7.7,8.3,8.0,269.0,548.0,386.0,2.0,2.5,2.3,0.0,0.0,0.0,900.0,3000.0,1846.0,2200.0,9000.0,4982.0
2014,GANGA,1817,GANGA AT MOKAMA (U/S),BIHAR,16.0,28.0,24.1,7.4,8.1,7.8,7.8,8.2,7.9,254.0,316.0,277.0,2.0,2.5,2.3,0.0,0.0,0.0,790.0,2400.0,1251.0,2200.0,5000.0,2770.0
2014,GANGA,1815,GANGA AT MOKAMA (D/S),BIHAR,16.0,28.0,24.0,7.2,8.0,7.7,7.6,8.1,7.8,252.0,358.0,295.0,2.3,2.8,2.6,0.0,0.0,0.0,920.0,5000.0,2792.0,2800.0,16000.0,9430.0
2014,GANGA,1818,GANGA AT MUNGER,BIHAR,17.0,28.0,23.9,7.4,7.8,7.6,7.7,8.0,7.8,242.0,316.0,268.0,2.3,2.6,2.4,0.0,0.0,0.0,1100.0,3000.0,1622.0,2200.0,9000.0,4411.0
2014,GANGA,2554,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,18.0,28.0,24.0,7.5,7.8,7.7,7.6,7.9,7.8,238.0,327.0,280.0,2.3,2.7,2.5,0.0,0.0,0.0,940.0,2400.0,1560.0,2200.0,5400.0,3722.0
2014,GANGA,1819,GANGA AT BHAGALPUR,BIHAR,16.0,26.0,24.4,7.5,7.9,7.7,7.6,8.1,7.8,245.0,314.0,276.0,2.4,2.7,2.6,0.0,0.0,0.0,1300.0,5400.0,2933.0,3000.0,24000.0,9044.0
2014,GANGA,1816,GANGA AT KAHALGAON,BIHAR,16.0,30.0,23.4,7.6,7.9,7.8,7.8,8.2,7.9,181.0,373.0,265.0,2.5,2.8,2.7,0.0,0.0,0.0,1400.0,5000.0,2678.0,5000.0,16000.0,8511.0
2014,GANGA,3113,GANGA AT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,18.0,30.0,24.5,7.8,8.8,8.2,7.6,8.3,8.1,236.0,525.0,352.0,2.4,2.7,2.5,0.0,0.0,0.0,430.0,2400.0,1705.0,2400.0,9200.0,4683.0
2014,GANGA,3114,GANGA RIVER NEAR DANAPUR (NEAR PIPAPUL),BIHAR,13.0,33.0,24.1,7.2,9.7,8.1,7.8,8.4,8.1,269.0,532.0,375.0,2.0,2.6,2.4,0.0,0.0,0.0,790.0,1700.0,1198.0,2200.0,3500.0,2855.0
2014,GANGA,3115,GANGA RIVER AT BARH,BIHAR,17.5,26.0,23.4,7.5,7.9,7.8,7.8,8.0,7.9,248.0,272.0,260.0,2.0,2.4,2.2,0.0,0.0,0.0,800.0,1700.0,1106.0,1700.0,3000.0,2529.0
2014,GANGA,3116,GANGA AT U/S MUNGER (NEAR INTAKE WELL ON GANGA),BIHAR,17.0,28.0,23.8,7.6,7.9,7.8,7.8,8.0,7.9,249.0,318.0,267.0,2.0,2.5,2.3,0.0,0.0,0.0,790.0,1300.0,998.0,2100.0,3000.0,2478.0
2014,GANGA,3117,GANGA AT U/S SULTANGANJ,BIHAR,17.0,28.0,23.9,7.5,7.9,7.8,7.8,8.0,7.9,241.0,325.0,270.0,2.0,2.6,2.3,0.0,0.0,0.0,790.0,1700.0,1220.0,2400.0,3500.0,2844.0
2014,GANGA,3118,GANGA AT U/S BHAGALPUR,BIHAR,16.0,26.0,23.9,7.6,7.9,7.7,7.8,8.0,7.9,238.0,297.0,262.0,2.2,2.6,2.4,0.0,0.0,0.0,900.0,2200.0,1290.0,2200.0,5400.0,3020.0
2014,GANGA,3122,"GANGA AT MALSALAMI, PATNA",BIHAR,14.0,34.0,24.5,7.2,9.4,8.0,7.6,8.4,8.0,270.0,538.0,377.0,2.1,2.6,2.4,0.0,0.0,0.0,800.0,3500.0,1846.0,2400.0,16000.0,5073.0
2014,GANGA,3123,GANGA RIVER AT BARAHIA,BIHAR,16.0,26.0,22.5,7.5,7.9,7.7,7.6,8.1,7.9,269.0,355.0,292.0,2.0,2.6,2.3,0.0,0.0,0.0,790.0,1400.0,1048.0,2200.0,3500.0,2833.0
2014,GANGA,1080,GANGA AT BAHARAMPORE WEST BENGAL,WEST BENGAL,16.0,32.0,26.5,4.4,11.0,7.4,7.5,8.1,7.9,193.0,385.0,304.0,1.0,8.7,4.2,0.39,1.48,0.8,2000.0,900000.0,166358.0,3000.0,1600000.0,287833.0
2014,GANGA,2511,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",WEST BENGAL,16.0,34.0,27.4,5.1,9.8,7.4,7.4,8.2,7.9,218.0,795.0,353.0,1.4,4.8,3.3,0.1,1.2,0.7,3000.0,1300000.0,143275.0,5000.0,5000000.0,474917.0
2014,GANGA,2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,20.0,35.0,28.3,5.3,9.3,6.9,7.3,8.4,8.0,164.0,403.0,312.0,1.5,5.0,2.8,0.3,1.4,0.8,2000.0,110000.0,34392.0,3400.0,240000.0,61283.0
2014,GANGA,1054,"GANGA AT PALTA, WEST BENGAL",WEST BENGAL,19.0,32.0,27.0,4.5,9.3,6.7,7.5,8.1,7.8,189.0,413.0,315.0,1.2,8.5,3.4,0.21,1.74,0.9,13000.0,500000.0,106417.0,23000.0,900000.0,171417.0
2014,GANGA,1472,"GANGA AT SERAMPORE, WEST BENGAL",WEST BENGAL,19.0,32.0,27.3,4.1,9.1,6.0,7.3,8.6,7.9,192.0,409.0,323.0,1.1,9.7,3.1,0.3,1.5,0.7,17000.0,500000.0,153917.0,30000.0,1600000.0,335000.0
2014,GANGA,1053,"GANGA AT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,18.5,32.0,26.5,4.1,9.2,6.7,7.7,8.5,8.0,229.0,473.0,319.0,1.8,7.0,4.2,0.33,0.93,0.7,85000.0,1100000.0,285833.0,110000.0,2500000.0,586250.0
2014,GANGA,1471,"GANGA AT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,20.0,31.0,26.5,5.1,8.3,6.3,7.2,8.6,8.0,181.0,415.0,314.0,1.1,5.7,3.6,0.3,1.3,0.7,4000.0,250000.0,122417.0,8000.0,650000.0,286083.0
2014,GANGA,1470,"GANGA AT GARDEN REACH, WEST BENGAL",WEST BENGAL,18.0,31.0,26.4,5.0,8.2,6.1,7.8,8.9,8.1,195.0,436.0,322.0,1.2,4.8,3.2,0.3,1.0,0.7,65000.0,1200000.0,310417.0,115000.0,1500000.0,542917.0
2014,GANGA,1052,"GANGA AT ULUBERIA, WEST BENGAL",WEST BENGAL,19.0,33.0,27.1,4.0,8.7,6.3,7.6,8.8,8.1,257.0,744.0,368.0,0.6,5.8,3.4,0.3,1.0,0.6,4000.0,130000.0,31417.0,11000.0,300000.0,78083.0
2014,GANGA,1469,"GANGA AT DIAMOND HARBOUR, WEST BENGAL",WEST BENGAL,19.0,31.0,26.4,4.6,8.7,6.9,7.8,8.3,8.0,173.0,6320.0,1900.0,1.5,6.2,3.7,0.4,1.7,0.8,4000.0,240000.0,41750.0,9000.0,500000.0,88917.0
2014,MAHANADI,1851,MAHANADI AT SIHAWA,CHHATTISGARH,23.4,28.5,26.0,7.6,9.2,8.4,7.4,7.8,7.6,175.0,416.0,296.0,0.8,2.2,1.5,0.0,0.0,0.0,,,,17.0,350.0,184.0
2014,MAHANADI,1264,"MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATISSGARH",CHHATTISGARH,23.6,29.0,26.3,6.8,8.5,7.7,7.7,7.9,7.8,210.0,580.0,402.0,1.0,2.8,2.1,0.0,0.0,0.0,,,,27.0,500.0,228.0
2014,MAHANADI,1099,"MAHANADI AT U/S OF RAJIM, CHHATISSGARH.",CHHATTISGARH,25.8,34.0,29.3,7.4,7.9,7.7,7.5,7.9,7.7,232.0,554.0,326.0,1.2,2.6,1.7,0.0,0.0,0.0,,,,40.0,500.0,145.0
2014,MAHANADI,1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,23.8,28.0,25.9,7.6,8.6,8.1,7.5,7.6,7.6,195.0,551.0,373.0,1.2,2.7,2.0,0.0,0.0,0.0,,,,80.0,500.0,290.0
2014,MAHANADI,1100,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,23.0,37.0,28.4,6.0,10.4,7.8,7.5,8.0,7.6,264.0,400.0,312.0,,,,0.256,2.524,1.0,,,,16.0,688.0,179.0
2014,MAHANADI,1282,"MAHANADI AT SHEORINARAYAN VILLAGE, CHHATISSGARH.",CHHATTISGARH,23.9,30.0,28.0,6.0,8.0,6.8,8.0,8.0,8.0,270.0,380.0,332.0,,,,0.2,2.031,0.9,,,,162.0,580.0,321.0
2014,MAHANADI,1467,"MAHANADI AFTER CONFL. WITH RIVER MAND,CHHATISSGARH",CHHATTISGARH,23.0,36.0,28.2,7.0,8.5,7.8,7.5,8.0,7.6,264.0,400.0,320.0,,,,0.5,1.5,0.9,,,,19.0,690.0,180.0
2014,MAHANADI,1101,MAHANADI AT INTERSTATE BOUNDRY CHHATISSGARH.,CHHATTISGARH,20.0,27.0,22.3,7.1,7.6,7.3,7.4,7.8,7.5,194.0,302.0,242.0,0.9,2.1,1.3,1.0,1.394,1.1,,,,43.0,1100.0,322.0
2014,MAHANADI,1281,"MAHANADI AT HIRAKUD RESERVOIR, ODISHA",ODISHA,20.0,35.0,27.8,6.5,8.3,7.2,7.7,8.2,7.9,138.0,218.0,191.0,0.2,1.3,0.7,0.3,1.486,0.6,110.0,5400.0,1168.0,330.0,16000.0,3879.0
2014,MAHANADI,1270,"MAHANADI AT SAMBALPUR U/S, ODISHA",ODISHA,20.0,35.0,27.8,4.9,8.6,7.4,7.4,8.4,7.9,131.0,235.0,200.0,0.5,1.8,1.1,0.2,0.871,0.5,1300.0,35000.0,5910.0,2400.0,92000.0,15110.0
2014,MAHANADI,1271,"MAHANADI AT SAMBALPUR D/S, ODISHA",ODISHA,20.0,35.0,28.3,4.7,11.5,7.1,6.9,8.4,8.0,148.0,240.0,209.0,1.2,3.9,2.7,0.3,1.801,0.7,7900.0,35000.0,20690.0,13000.0,92000.0,38000.0
2014,MAHANADI,2405,SAMBHALPUR FDS AT HUMA,ODISHA,22.0,36.0,30.0,6.3,8.4,7.3,7.4,8.3,8.0,142.0,305.0,212.0,0.8,2.6,1.6,0.1,0.8,0.4,330.0,11000.0,1996.0,1300.0,17000.0,4030.0
2014,MAHANADI,1272,"MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ODISHA",ODISHA,22.0,36.0,30.1,6.9,8.3,7.6,7.1,8.4,8.0,146.0,253.0,204.0,0.2,1.1,0.7,0.1,1.118,0.4,110.0,2800.0,506.0,220.0,9200.0,1626.0
2014,MAHANADI,1274,"MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ODISHA",ODISHA,22.0,37.0,30.0,7.2,8.5,7.8,7.6,8.4,8.1,172.0,268.0,222.0,0.4,1.9,1.0,0.2,1.99,0.6,110.0,2400.0,896.0,490.0,5400.0,2717.0
2014,MAHANADI,1275,"MAHANADI AT TIKARPADA, ODISHA",ODISHA,20.0,37.0,30.1,6.9,8.5,7.9,7.2,8.3,8.0,161.0,229.0,197.0,0.3,0.8,0.6,0.1,1.317,0.5,78.0,13000.0,2157.0,230.0,17000.0,3473.0
2014,MAHANADI,1276,"MAHANADI AT NARSINGHPUR, ODISHA",ODISHA,26.0,35.0,29.2,6.3,8.7,7.3,7.8,8.4,8.1,148.0,226.0,195.0,0.2,1.4,0.7,0.1,1.725,0.6,330.0,160000.0,19311.0,790.0,160000.0,24299.0
2014,MAHANADI,1277,"MAHANADI AT CUTTACK U/S, ODISHA",ODISHA,23.0,34.0,27.2,6.5,8.8,7.9,7.5,8.5,7.9,138.0,228.0,178.0,0.7,1.5,1.0,0.1,1.71,0.5,330.0,9200.0,1979.0,790.0,16000.0,4759.0
2014,MAHANADI,1278,"MAHANADI AT CUTTACK D/S, ODISHA",ODISHA,22.0,34.0,27.6,5.9,8.4,7.2,7.5,8.4,7.9,140.0,261.0,203.0,1.7,2.5,2.2,0.2,2.204,0.8,11000.0,92000.0,37900.0,22000.0,160000.0,65200.0
2014,MAHANADI,2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ODISHA,21.0,33.0,26.6,2.0,7.8,6.2,7.3,8.2,7.7,142.0,398.0,241.0,1.3,17.3,4.0,0.3,3.9,1.4,1700.0,160000.0,31230.0,5400.0,160000.0,48240.0
2014,MAHANADI,2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ODISHA,25.0,33.0,27.9,6.3,8.6,7.3,7.4,8.4,8.0,136.0,228.0,197.0,0.4,1.5,0.8,0.1,1.3,0.5,110.0,160000.0,18340.0,460.0,160000.0,21455.0
2014,MAHANADI,2404,POWER CHANNEL D/S NEAR BURLA,ODISHA,20.0,35.0,27.7,4.5,8.4,6.6,7.3,8.4,7.8,160.0,241.0,200.0,0.3,0.9,0.8,0.3,1.8,0.7,78.0,9200.0,1574.0,140.0,16000.0,3046.0
2014,MAHANADI,2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),ODISHA,23.0,34.0,27.9,5.7,8.8,7.0,7.3,8.4,7.9,146.0,15040.0,4053.0,0.5,2.0,1.3,0.2,3.4,1.0,170.0,22000.0,5205.0,490.0,92000.0,16689.0
2014,MAHANADI,1639,"MAHANADI AT PARADEEPD/S, ODISHA",ODISHA,24.0,34.0,28.3,5.7,7.7,6.6,7.3,8.2,7.8,190.0,38730.0,17325.0,0.8,2.7,1.5,0.4,4.9,1.5,45.0,11000.0,3516.0,230.0,22000.0,8292.0
2014,SATLUJ,1867,"SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR, H.P.",HIMACHAL PRADESH,5.0,11.0,8.7,9.6,10.1,9.9,7.8,8.7,8.3,126.0,983.0,330.0,0.1,0.7,0.2,0.0,0.5,0.2,14.0,49.0,30.0,63.0,280.0,144.0
2014,SATLUJ,2611,SATLUJ AT KHAB,HIMACHAL PRADESH,5.0,11.0,8.7,9.6,10.1,9.9,7.7,8.8,8.2,116.0,1080.0,346.0,0.1,0.2,0.1,0.0,0.5,0.2,13.0,33.0,23.0,49.0,180.0,112.0
2014,SATLUJ,1389,"SATLUJ AT NEPTHA ZAKHAI, H.P",HIMACHAL PRADESH,10.0,17.0,12.1,9.3,9.7,9.5,7.6,8.7,8.2,145.0,778.0,305.0,0.1,1.2,0.2,0.0,0.6,0.3,13.0,70.0,35.0,79.0,240.0,149.0
2014,SATLUJ,1086,"SATLUJ AT U/S RAMPUR, H.P.",HIMACHAL PRADESH,11.0,16.0,13.4,9.1,9.6,9.4,7.6,8.5,8.1,128.0,842.0,261.0,0.1,0.3,0.2,0.067,0.436,0.2,27.0,110.0,52.0,140.0,350.0,263.0
2014,SATLUJ,1087,"SATLUJ AT D/S RAMPUR, H.P.",HIMACHAL PRADESH,11.0,16.0,13.3,9.2,9.6,9.4,7.5,8.6,8.1,104.0,784.0,251.0,0.1,0.4,0.2,0.0,0.621,0.2,46.0,140.0,80.0,170.0,540.0,353.0
2014,SATLUJ,1013,"SATLUJ AT U/S TATAPANI, H.P.",HIMACHAL PRADESH,12.0,16.0,13.7,9.2,9.5,9.4,7.4,8.6,8.0,121.0,766.0,257.0,0.1,0.3,0.2,0.024,0.484,0.2,23.0,94.0,49.0,180.0,350.0,241.0
2014,SATLUJ,1014,"SATLUJ AT U/S SLAPPER, H.P.",HIMACHAL PRADESH,6.0,24.0,12.2,8.4,9.6,9.2,7.3,8.7,8.1,124.0,365.0,245.0,0.1,0.4,0.2,0.0,0.621,0.4,23.0,79.0,54.0,130.0,350.0,217.0
2014,SATLUJ,1015,"SATLUJ AT D/S SLAPPER, H.P.",HIMACHAL PRADESH,6.0,24.0,12.2,8.3,9.8,9.2,7.6,8.7,8.1,109.0,357.0,204.0,0.1,1.2,0.3,0.0,0.955,0.5,26.0,94.0,64.0,170.0,540.0,269.0
2014,SATLUJ,1016,"SATLUJ AT D/S BHAKHRA, H.P.",HIMACHAL PRADESH,4.0,20.0,15.0,6.0,11.0,7.6,6.9,9.7,8.5,96.0,265.0,208.0,0.2,0.8,0.4,0.17,0.78,0.4,,,,,,
2014,SATLUJ,1017,"SATLUJ AT 100M U/S OF HEADWORKS, NANGAL, PUNJAB",PUNJAB,10.0,26.0,19.0,8.6,8.8,8.7,7.5,7.8,7.6,254.0,266.0,261.0,,,,0.8,1.0,0.9,30.0,70.0,50.0,46.0,150.0,82.0
2014,SATLUJ,1018,"SATLUJ AT 100M D/S
,NANGAL,PUNJAB",PUNJAB,11.0,26.0,18.7,7.6,8.0,7.8,7.5,8.5,8.1,256.0,298.0,283.0,1.0,1.0,1.0,1.0,1.2,1.1,280.0,750.0,515.0,110.0,1100.0,557.0
2014,SATLUJ,1293,"SATLUJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,12.0,28.0,20.0,6.8,8.2,7.7,6.9,7.9,7.5,260.0,308.0,281.0,1.0,2.0,1.5,1.4,1.6,1.5,1100.0,1500.0,1333.0,2000.0,2300.0,2133.0
2014,SATLUJ,1814,"SATLUJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,10.0,26.0,18.0,8.0,8.4,8.2,7.6,8.3,8.0,263.0,275.0,269.0,0.3,1.0,0.7,0.9,1.2,1.0,50.0,300.0,193.0,350.0,500.0,437.0
2014,SATLUJ,1019,"SATLUJ AT U/S HEAD WORKS ROPAR, PUNJAB",PUNJAB,11.0,27.0,20.0,8.4,8.6,8.5,7.1,7.9,7.6,242.0,270.0,256.0,0.3,1.2,0.8,1.1,1.2,1.2,50.0,500.0,337.0,500.0,930.0,710.0
2014,SATLUJ,1380,"SATLUJ AT D/S NFL, PUNJAB",PUNJAB,10.0,25.0,19.0,8.0,8.4,8.2,7.4,8.3,7.9,268.0,310.0,283.0,0.9,0.9,0.9,1.1,1.2,1.2,40.0,140.0,97.0,390.0,400.0,397.0
2014,SATLUJ,1690,"SATLUJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,13.0,29.0,19.7,6.8,7.6,7.1,7.3,7.7,7.5,369.0,396.0,385.0,1.6,2.4,2.0,1.0,1.0,1.0,90.0,350.0,247.0,500.0,630.0,560.0
2014,SATLUJ,1020,"SATLUJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA, PUNJAB",PUNJAB,10.0,28.0,16.7,4.0,4.4,4.2,6.8,7.3,7.1,574.0,846.0,671.0,6.2,15.0,11.1,2.2,3.6,2.7,2000.0,46000.0,29333.0,10000.0,75000.0,51667.0
2014,SATLUJ,1021,"SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHAR, PUNJAB",PUNJAB,12.0,28.0,19.3,4.4,6.3,5.3,6.7,7.4,7.0,520.0,534.0,525.0,2.8,9.0,5.9,1.8,3.0,2.5,2000.0,15000.0,10333.0,8000.0,30000.0,22000.0
2014,SATLUJ,1381,"SATLUJ AT D/S EAST BASIN, PUNJAB",PUNJAB,13.0,24.0,17.0,2.4,3.2,2.7,6.6,7.9,7.2,714.0,780.0,751.0,6.0,7.9,7.2,4.0,4.8,4.4,3500.0,4600.0,4033.0,7500.0,20000.0,11667.0
2014,SATLUJ,1691,"SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",PUNJAB,12.0,31.0,18.3,7.4,8.4,8.0,7.3,8.2,7.7,224.0,266.0,249.0,0.3,1.2,0.8,0.8,1.2,1.0,50.0,150.0,107.0,350.0,400.0,383.0
2014,SATLUJ,1692,"SATLUJ AT D/S HUSSANIWALA- H/W FEROZEPUR, PUNJAB",PUNJAB,12.0,30.0,21.3,7.2,8.3,7.9,7.1,8.0,7.6,226.0,273.0,257.0,0.4,1.3,0.8,0.8,1.2,1.0,50.0,210.0,153.0,400.0,460.0,430.0
2014,SATLUJ,1022,"SATLUJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",PUNJAB,12.0,23.0,16.3,4.8,6.0,5.6,7.2,7.4,7.3,342.0,356.0,350.0,1.2,3.3,2.4,1.2,3.2,2.4,460.0,500.0,487.0,900.0,2000.0,1277.0
2014,YAMUNA,1494,"YAMUNA AT U/S OF LAKHWAR DAM, U.P",UTTARAKHAND,18.0,21.0,19.7,4.2,8.4,6.5,8.0,8.3,8.2,,,,0.8,1.4,1.1,0.0,0.0,0.0,7900.0,7900.0,7900.0,35000.0,35000.0,35000.0
2014,YAMUNA,1490,"YAMUNA AT U/S DAK PATTHAR, UTTAR PARDESH",UTTARAKHAND,17.0,21.0,18.7,6.6,8.4,7.7,8.1,8.3,8.2,,,,1.2,1.4,1.3,0.0,0.0,0.0,1100.0,1100.0,1100.0,17.0,13000.0,6509.0
2014,YAMUNA,1553,"YAMUNA , U/S PAONTA SAHIB, H.P",HIMACHAL PRADESH,15.0,28.0,22.3,6.4,8.4,7.7,6.4,8.4,7.5,196.0,652.0,465.0,0.8,1.6,1.2,0.1,0.6,0.2,7.0,11.0,9.0,18.0,21.0,19.0
2014,YAMUNA,1554,"YAMUNA , D/S PAONTA SAHIB, H.P",HIMACHAL PRADESH,17.0,29.0,23.7,5.8,8.2,7.5,6.6,8.8,7.8,112.0,651.0,331.0,1.0,1.8,1.5,0.1,0.6,0.2,8.0,16.0,11.0,17.0,24.0,21.0
